product_id,quantity,wholesale_cost,sale_price,supplier_id
J89FXHFFKKJD,6041,407.45,648.25,BBOCISZO
6K5QA4PI9KAJ,2137,144.6,205.04,VUSXKAXV
0AI4ZVX4YX5X,5444,408.79,761.17,CSHVWCVS
VIGEPJZ6IOZF,3931,408.79,680.64,VUSXKAXV
4RA4SX56LA36,6422,411.49,524.24,IOPFXRDQ
DJHZ8HM4QHRA,553,36.21,55.04,IOPFXRDQ
2NM0Q9GS70WW,4823,444.43,742.2,KXQSFXGU
JNCC6WYUDKO8,3954,447.22,517.43,WVULNKET
898QF7C2GXZ3,4550,388.8,692.45,ATIYQLFO
FX32O91X2Q2I,4169,395.42,626.74,BBQSKMFV
ZY9YR22MXLRW,545,34.73,43.69,XDMCCJBD
D6FKNDUL7TMU,5997,370.51,441.65,IERMSETS
XHCKVU4GQ2HO,2658,124.99,212.61,VPBYBMZO
TVY9D6TWKRHC,1936,149.91,277.03,VPBYBMZO
4YEEP3RUR6ZI,35,1.49,2.55,ERWYQEFD
FV0FLZRKQP9Y,518,29.54,46.97,IOPFXRDQ
GMXAB093DR1F,511,31.39,48.18,RFEYLOJW
HOEDXM2T6KMJ,2473,96.71,150,QICGFEEE
BKMRM95MHREG,7206,472.66,682.52,ZTMTJEEV
ZE9D9OTOUODB,6710,403.42,457.88,WWCZYPOB
3R1CSTNFYY5C,4185,377,699.71,NLLSGGGT
BWWGX5PD7A5E,4385,465.54,520.47,YBLQUPLJ
LZ5GBAUU6RS3,778,25.98,38.4,BBOCISZO
1PZOCYV9XF1T,1708,125.82,228.11,WWCZYPOB
CQ6WPAY94HER,7726,436.09,577.38,WWCZYPOB
JUQ07N0ZF1KU,3521,394.09,484.34,ZHFQYWFQ
RY66BBC5YWOL,314,15.06,26.73,WVULNKET
V84VL80QF8E8,5874,423.72,665.66,AUTOSHQL
F2R2QJ1MKWX2,68,2.89,4.09,VPBYBMZO
V50AF3V9INN1,296,11.76,16.83,DJQYZRPE
IQYLJF712KF6,7320,379.61,603.96,PRLYBGUJ
9F92T1RTTRN2,2636,119.26,188.91,LNATWXJQ
Z9LCOZ7VANTT,1497,111.27,136.19,VKLEQAJE
MCOSJ3LSHHD3,432,30,35.61,HTMEYJGD
KUM24I7R5NQC,7666,464.12,510.53,DTDPPKQM
LBKVDH5UVH7K,1856,143.72,162.12,NLLSGGGT
DQVVE4M9NABN,2163,109.69,134.26,EIQYQCNU
ZR465X7ZDLID,7188,476.96,817.03,VKLEQAJE
7SG4NIZG77CT,2903,129.99,223.19,VKLEQAJE
B7JS01RDLAH0,380,16.11,24.02,BBQSKMFV
VPXQNONNP366,3825,407.45,513.79,QICGFEEE
Q62F3CWN0287,4463,426.46,641.4,AUTOSHQL
NAC9LIENL0GQ,2069,124.17,231.7,ZTMTJEEV
6PFPIAUK2JDQ,147,4.42,6.43,ERWYQEFD
RFSW27U4E18P,3999,437.48,542.04,JIJDDUGP
JIIOOF39FXPS,7632,433.33,705.89,KQVBXTHK
SP27KMBOJG4S,956,31.86,58.05,ERWYQEFD
IGV3601GEYWG,1082,43.97,67.14,VKLEQAJE
LAYS46SMKX8D,344,19.44,33.18,PRLYBGUJ
O1EXIU9BZU4M,5423,378.3,679.81,YBLQUPLJ
78CMI3625U6K,5137,406.1,630.67,QICGFEEE
D0QA2EIDWGLT,7497,390.12,673.35,BBQSKMFV
8A70J4WQIPMD,3348,383.54,523.92,PHWMWYIY
GJQV1DE5TIIY,7168,400.75,650.82,XYNIWUEL
QO8AWYVVB8BN,4389,399.41,626.27,ATIYQLFO
O4Z4U9LOULFY,489,32.33,40.48,PNSBHHQC
M5XADGLHYIPO,6426,415.55,472.06,CTFXTWQS
9QB99B5W7WW3,307,11.45,18.46,VUSXKAXV
BDEAIBEMGC87,2618,118.45,159.79,CSHVWCVS
6DV7PS56UJ00,7499,438.86,791.7,IERMSETS
KQZHNTN6KR3B,6818,403.42,488.54,FCPHOUWX
MGT8O7F8LLJ5,6343,396.75,500.3,AJSDIZRT
HCATVMXS4M1S,6471,383.54,678.1,NLLSGGGT
9Y7PYFHVJ4D4,2268,125.82,188.73,CTFXTWQS
79JWWZODOTEO,2391,121.7,228.8,DIOODVJT
9F4KWD4YKMMS,7024,433.33,588.46,XYNIWUEL
VXA09NKT2PNI,3346,390.12,603.13,HTMEYJGD
3L8VIL868AJ6,5421,447.22,807.68,CSHVWCVS
KTLWP30PQBYQ,2853,112.85,133.05,VUSXKAXV
ACIOSX7FGPO1,6044,408.79,727.24,VPBYBMZO
6VY0DNNCLGXK,3360,383.54,511.64,WVULNKET
M7S8WS3H6OCU,2240,123.34,174.16,YBLQUPLJ
DUW0YAAZT7OD,2879,129.99,170.03,FCPHOUWX
ABG1U56SFHVF,3187,416.91,568.67,WWCZYPOB
SSBC8RQP2XYU,5982,382.22,667.74,RFEYLOJW
FIJBW48CGWAH,1953,122.52,213.8,EIQYQCNU
O1BBIIFVGA5Q,7050,412.84,457.01,PHWMWYIY
PJ59CYYVOOZA,6084,392.76,714.82,XDMCCJBD
5DGNA5ONM5MX,1666,138.51,206.52,CSHVWCVS
8P6TNQMPKA2I,7731,380.92,473.86,UFBNXRKI
EHT2TQ2INHOW,7677,377,617.53,BBQSKMFV
UKRH4Y79VP9T,3970,377,559.09,IAPTPXRG
OSE1YD401BZF,4987,464.12,771.83,LNATWXJQ
AZZ1IG6C621G,7529,357.67,438.86,XYNIWUEL
ZDK3OM4QWW57,5356,395.42,441.29,JIJDDUGP
GN2Y6AZQ9O6D,6534,394.09,569.07,CTFXTWQS
KJVHYOVP1F0T,4243,390.12,538.76,YBLQUPLJ
W7UIRS7YU7E1,7876,441.64,549.84,PRLYBGUJ
X65VZ9YBL1M6,5186,395.42,595.9,LCEICZHA
P09WHSM8PMSY,1685,124.99,175.61,PNSBHHQC
4WSYHY42RG83,4115,391.44,648.22,MUEMWTNI
UGF2IJ8GMDWE,6871,436.09,686.84,IAPTPXRG
YRRZAYEXZEZV,6554,403.42,667.26,CSHVWCVS
IWEP7YF94OHY,2284,103.5,164.25,SFOXXTCL
ARB6KDL8FQUK,6707,350.05,414.81,IERMSETS
UBQ9R0L0JX8R,167,14.37,16.61,BBOCISZO
2LMDKW0ZXC0A,1229,131.68,197.12,CSHVWCVS
OFN8S6YDZLWN,1895,109.69,124.83,VPBYBMZO
XMIE74JCD279,3831,357.67,423.84,XOMETHSI
OBHP09VWFIEW,3979,375.7,519.59,BBQSKMFV
O94RHNBV4SFC,4292,391.44,448.59,ZHFQYWFQ
BZ6CA8G0NA2Y,968,34.25,40.86,IERMSETS
UQTSPTWFOVC3,4126,423.72,559.73,IAPTPXRG
0LXUPNXE5TW4,3517,436.09,724.78,KXQSFXGU
I0YFUT7MIPJI,1338,108.91,128.95,VUSXKAXV
8H0H4XGYZIQT,5061,414.2,457.28,LNATWXJQ
Z06U4Y2ESS48,1512,123.34,223.74,KXQSFXGU
W8SQYT8GRDNW,375,8.54,10.52,ZTMTJEEV
OBBZ8QEE6D9H,3554,402.08,519.09,BBQSKMFV
E0MN420AJISS,3656,327.62,397.08,BKRQNHKS
MR3MMLVB6IMY,5838,390.12,549.68,FCPHOUWX
A9P2RCJF75Y4,3625,455.63,640.16,VUSXKAXV
VJ91JPA9RRB4,7310,462.7,836.56,PHWMWYIY
CWXV48YQI8SM,41,0.89,1.63,IOPFXRDQ
TLEWH30LQ7LM,6242,412.84,491.69,KQVBXTHK
RII5VW0FNC9M,5870,414.2,523.55,ATIYQLFO
UVFZ66DHPUD2,3822,459.87,592.77,YBYEDEMS
2I2FC8MN4I5Z,3202,410.14,561.89,PHWMWYIY
MZY52S639FH5,4162,379.61,712.91,KQVBXTHK
YOO17VFZJUX8,6516,378.3,560.26,XYNIWUEL
CG7VKMQ8YZ74,7070,391.44,593.42,KXQSFXGU
LG6T1WIABQ6K,5346,383.54,670.43,KXQSFXGU
SDICEBC3UZAJ,6146,422.35,544.41,ERWYQEFD
XALAL5ARV2G5,4237,448.62,557.19,QJROTDDG
2DW19O75ALXL,1870,145.48,272.34,SFOXXTCL
OZ4FAHT4MNMY,2568,135.93,177.39,IAPTPXRG
5F9UIW3RBXXT,2986,365.35,499.07,VUSXKAXV
ZUNTJJUD39FW,4347,384.85,647.7,WWCZYPOB
O97WETH1JV06,1738,146.36,262.72,DIOODVJT
542TMZP4H66O,2427,106.58,165.2,XSKZJJQD
H2AXA36YMIN6,4396,396.75,696.69,QQCBOMWH
NX4BAZIMLPK5,2003,114.44,163.76,VPBYBMZO
R92R718EKDA5,6829,358.94,569.64,BBOCISZO
ILV8HB240B1P,6564,394.09,701.48,AUTOSHQL
PF7Y2F6EKSM1,113,3.62,5.61,FCPHOUWX
QOOXXOM6VHWA,7376,384.85,608.06,HTMEYJGD
EVUZ0B6CD88S,1301,135.93,223.47,HTMEYJGD
AITWT9T48C84,4960,479.83,848.82,XYNIWUEL
8ICZAJ8HB28J,4859,369.22,695.61,IERMSETS
LBQKLO90JPTN,483,42.37,48.98,MUEMWTNI
F1526WIS9Y09,3696,365.35,439.15,WVULNKET
3XDWBZOUYPYQ,3126,441.64,836.02,JIJDDUGP
URXQMTN325MC,4148,399.41,703.36,ZHFQYWFQ
9JX3C2X71J44,4230,379.61,534.11,RFEYLOJW
MVU9C1NHGNYF,7028,420.99,480.35,NLLSGGGT
XG84X6LN5POZ,3444,399.41,705.76,DIOODVJT
NNXSKXJKQEW0,6278,374.4,542.13,NLLSGGGT
GSAERXWS2JUA,5174,367.93,632.84,CTFXTWQS
JVLT7JJPSRDE,2844,100.46,168.07,YBYEDEMS
8K27ZNB18PVJ,1762,136.79,208.33,LCEICZHA
I4EW94UCH4CQ,6689,400.75,492.92,WVULNKET
OO7X2DU7ZP9G,6795,437.48,780.9,EIQYQCNU
COE1AIHT7KLN,3804,390.12,678.42,MUEMWTNI
QD4UAR4HQ3HM,236,14.03,21.48,VKLEQAJE
5T04FOBWLG9G,2188,102.74,124.73,QQCBOMWH
TSDNXKO5YLIN,1211,127.48,217.35,QQCBOMWH
PTKEHX7XZF7M,2215,129.16,147.24,BBQSKMFV
QZX0AC83BHPH,7565,418.27,735.74,CSHVWCVS
H9VO0HHG4EE5,7028,437.48,682.91,LNATWXJQ
3RAZ0FHZ02TF,1127,117.64,203.52,ATIYQLFO
1ZSQHDBI4ZPP,7522,369.22,587.43,FCPHOUWX
57EFQ152ZZLJ,3000,420.99,784.73,ATIYQLFO
TH8XI9LFKXYH,3073,444.43,735.09,JIJDDUGP
FGLOBMXHXSCR,622,31.39,36.66,XDMCCJBD
A266HKKV1HQ1,1231,120.07,191.87,ATIYQLFO
16UKUDAGFKGM,7632,422.35,622.97,XSKZJJQD
RLND330Q0EFO,3368,433.33,566.36,KAZNRHOQ
BBUOZO4C00MX,1433,117.64,165.05,NLLSGGGT
DAX4KJDIFJTL,1921,128.32,242.14,KXQSFXGU
IUBJ8KT960TI,1949,122.52,209.63,LCEICZHA
DDB2ZH0DG49P,3619,408.79,554.73,WWCZYPOB
WDUEXHI1S33C,1256,136.79,162.92,SFOXXTCL
MDH1GKD1VGL7,5208,395.42,667.07,MUEMWTNI
2B2FSG21H7YZ,4708,379.61,450.22,RFEYLOJW
CA5BSLCVC5BN,199,13.37,17.7,EIQYQCNU
OX8U2R1RJYKB,4497,367.93,448.51,KAZNRHOQ
Q2YFNX7S0VXW,6824,410.14,496.68,DJQYZRPE
C2214IVU5U76,575,38.73,71.34,QQCBOMWH
BXOW1MN8IY2X,4475,445.82,604.09,IAPTPXRG
6PKKV85ROKFT,5991,388.8,671.46,GXQJCXOG
COQBM9G6OTIH,636,36.21,46.89,PHWMWYIY
WN6OLFGM358L,1005,37.71,45.48,ZHFQYWFQ
L52V48OA4DIU,3254,386.16,627.9,DJQYZRPE
X0Y901XE1JOS,7606,394.09,526.5,DIOODVJT
LJKKZY73CXRY,3954,414.2,602.66,BBQSKMFV
A55ENLSFVQ8R,400,16.11,21.65,BBOCISZO
A7JG7S9GV9WI,4930,378.3,626.84,UFBNXRKI
1ATOD8XR9M6L,2168,135.93,213.41,CSHVWCVS
4RBT6H3CLSY6,272,10.84,13.04,LNATWXJQ
V81MYJ6RW7OY,2353,131.68,216.88,LCEICZHA
NL2RE7WSOF6B,5218,383.54,477.12,GXQJCXOG
KTX4OCOZO34E,902,31.86,37.72,KXQSFXGU
QATZLVM955DV,6252,404.76,533.88,ERWYQEFD
34Z7FG00EO42,7745,394.09,621.87,AJSDIZRT
4ORM5ZF0O7KH,2224,119.26,160.05,PHWMWYIY
Y7CAUIPH02Y4,730,34.73,39.77,DIOODVJT
EH4IEKB87NKX,4060,406.1,460.11,NLLSGGGT
5N6Z1VSV6LMU,5162,437.48,734.53,ERWYQEFD
5CASE8HQ1QS9,6114,387.48,552.16,VPBYBMZO
VVBTQRK78TIU,5590,379.61,421.75,MUEMWTNI
3K9UZIG3JN8J,6642,352.59,492.57,XYNIWUEL
DEO8OY5BNTXJ,3569,416.91,687.48,HTMEYJGD
XUP85WGWEF1C,2716,117.64,193.52,ERWYQEFD
6A1201H14K2A,2704,127.48,158.71,QJROTDDG
0WAMP4X0TUWU,2021,117.64,199.05,VPBYBMZO
LMD0YPBZ1M4N,561,32.8,49.13,ZHFQYWFQ
5RCML694TJOM,1024,38.73,58.56,SFOXXTCL
X7GK3S10F6PE,879,41.84,50.84,ZHFQYWFQ
E0TA39D2HU64,4457,420.99,476.98,HTMEYJGD
MUQ16AHM5D58,893,46.69,59.2,LCEICZHA
PU7Y61UZ5GX5,7041,436.09,628.84,BBOCISZO
9ZQ5VERNZ26A,3561,380.92,594.24,XOMETHSI
U0I0XI6HAQO7,6330,427.83,732.87,DIOODVJT
81BUUOBQR815,7780,348.79,579.69,XOMETHSI
DFTWLS8N5CBX,5084,332.55,395.4,YBYEDEMS
DUW2TZXWQYUH,1603,126.65,227.59,CTFXTWQS
GS4HZ0Y9WDSY,5760,369.22,631.37,KAZNRHOQ
DI59DJLKRUMG,3028,410.14,641.46,ZHFQYWFQ
CBY1HN97UH11,2133,136.79,240.34,PNSBHHQC
CAC0YE62BWKJ,4753,410.14,469.2,PRLYBGUJ
E24BNFF8XRW1,7124,444.43,815.08,XOMETHSI
1L2ATMTM3A1I,5753,444.43,609.76,ZTMTJEEV
MCFB4PMCEQHB,4197,377,444.86,JIJDDUGP
XI77S1WXH15Z,6267,425.09,514.78,XOMETHSI
PE8VWF8KOM8D,5776,400.75,681.68,WWCZYPOB
5XWX0FCCOC0T,3981,366.64,683.78,SFOXXTCL
CCU0XS57Q6JO,5738,398.08,737.24,XOMETHSI
ZG955QLHN2DH,7846,373.1,492.49,MUEMWTNI
MMW4CD2XLJBR,4961,418.27,552.12,WWCZYPOB
4CJDVCKJ77MT,4571,426.46,529.66,RFEYLOJW
GN0NFX56F17B,496,45.59,70.16,QICGFEEE
X514I6JADNNK,4479,445.82,661.6,PRLYBGUJ
RRDTROR76PCG,2736,132.53,212.71,GXQJCXOG
JPIMCSRHW97N,6475,353.85,593.76,MUEMWTNI
CPCSSLDRQ82E,1649,119.26,209.54,IERMSETS
3WDK2CZRJSW3,2009,128.32,228.02,BKRQNHKS
6XYBX1XFNN5L,3317,464.12,706.85,PHWMWYIY
B4XXZAQ0Q4K9,6618,378.3,535.67,QJROTDDG
4KLHCAFMRCN4,2783,115.23,163.05,ZHFQYWFQ
0YH6GQL2J91B,2136,146.36,235.35,ZHFQYWFQ
GOZU1I4F3VRT,5830,434.71,510.78,NLLSGGGT
NJUJO69EL1GP,7224,420.99,585.6,XSKZJJQD
C32JUIF08ZDP,3259,340.01,460.71,KQVBXTHK
386C1GECNKXZ,7634,415.55,654.08,GXQJCXOG
UQRTYNSUPVJN,971,35.71,63.06,WVULNKET
48XO8J3ZCYHL,1338,122.52,158.05,PRLYBGUJ
7QM186QL89D8,6729,374.4,472.49,XDMCCJBD
TOE0NZNRN9X5,959,33.76,39.9,SFOXXTCL
ES5WXQQLTM1L,82,5.07,9.06,LCEICZHA
3YY2OEWKTHIV,3021,448.62,522.64,PNSBHHQC
1N4XFCQX1B6V,1172,116.04,219.32,DIOODVJT
OUB24DIGG62I,2860,139.37,238.18,KQVBXTHK
ACDHQCMK05L7,4096,402.08,703.24,IOPFXRDQ
JJCB9E5LSFV9,2935,120.07,176.5,PHWMWYIY
214PKALCRCF2,667,44.51,55.95,KAZNRHOQ
QQ3W3QPA7H4Q,530,40.27,64.23,XSKZJJQD
1SSLCIASHZQG,7581,404.76,482.88,XYNIWUEL
G996ECQMZYZ2,3270,378.3,535.29,RFEYLOJW
OSL1LKLIGWIB,1270,113.64,171.82,BKRQNHKS
L2Z5YRLCXWPC,4947,399.41,587.13,GXQJCXOG
2SQ47PZT20LB,318,10.24,14.08,KAZNRHOQ
1D7E47UCYBX4,624,39.24,52.5,YBLQUPLJ
XMSFZZ0B6YTZ,1280,110.48,198.97,XSKZJJQD
L3VOIN3ZN6QT,7538,415.55,529.83,DIOODVJT
D77ZNIG31OH2,4874,382.22,446.05,BBQSKMFV
06R5S2AS3Z9W,5602,408.79,688.81,SFOXXTCL
L04YXCAIM2JB,3177,412.84,601.92,WWCZYPOB
B9IL58KWOK7A,6868,382.22,566.83,DJQYZRPE
Y11U63XB6GFL,2832,106.58,178.73,UFBNXRKI
SLPLIZYB6GL1,4174,377,601.32,PHWMWYIY
485T62498QQ0,4502,414.2,464.73,LNATWXJQ
40MCE56ANWRB,7515,399.41,747.7,DIOODVJT
4XLRNW5ULM40,69,4.85,8.49,KAZNRHOQ
M6V96CQA8IHT,6926,475.53,884.01,QICGFEEE
7X5XUQUAE9GK,3340,388.8,631.8,KXQSFXGU
S0D2VCN70FWC,4757,380.92,532.91,KXQSFXGU
PL9S9R1A5VN3,3435,380.92,592.33,KQVBXTHK
6FAX5EUBBS64,1171,105.03,154.29,VKLEQAJE
ZZHQFHFPBEYV,6434,378.3,696.07,WVULNKET
IHWB126F2TI3,2024,108.13,196.36,QJROTDDG
IG59ZDQVH4PS,5312,458.45,794.49,ATIYQLFO
RA556UOLGHTO,4263,390.12,701.44,RFEYLOJW
Z9I5MPLWQFVE,465,42.37,78.77,XDMCCJBD
KP41VRJSQSSI,3791,419.63,792.26,KAZNRHOQ
MNCD0MZ4XQ4T,5069,431.95,499.77,KQVBXTHK
B2RSZY8WFX0A,1515,138.51,190.87,KQVBXTHK
YWYOLUH2FTXK,6158,373.1,545.85,QICGFEEE
E69W3PJSAT2L,5742,411.49,504.08,IAPTPXRG
7EJVU4A2C3WA,7345,433.33,592.36,QICGFEEE
6KR7NCH0FLHP,4761,377,441.09,XOMETHSI
E86DFT91F4BR,2151,135.93,188.26,ERWYQEFD
0PWZGEKDFBLY,2700,122.52,228.62,YBLQUPLJ
GQDHM7HE4LOQ,7759,404.76,690.93,DIOODVJT
RAY6F62WXQW6,2877,115.23,218.59,XDMCCJBD
2T5APAWXSFB2,7605,431.95,608.19,AUTOSHQL
SRYFXS7Z74NZ,2521,109.69,201.5,EIQYQCNU
GNXMRU9F6G9H,4052,395.42,629.11,PHWMWYIY
XWAULXU2MUT8,6517,379.61,681.4,KQVBXTHK
49R3BPCOKSZA,5270,375.7,548.9,ZHFQYWFQ
VEN5VP53CQNB,3185,420.99,680.74,HTMEYJGD
4KCJ2HSSS1YX,2337,113.64,166.48,FCPHOUWX
JXLYZ8B43KV5,3336,410.14,567.63,AJSDIZRT
07M44JSQAC25,23,0.78,1.41,IAPTPXRG
HV5CK4V8X1X4,5072,382.22,512.17,EIQYQCNU
JF6I4IJCF9K9,2403,122.52,203.02,ATIYQLFO
CNW8HOQLCNXR,6849,416.91,580.76,MUEMWTNI
THJSEL666Q7U,5529,374.4,605.78,DTDPPKQM
DR9LMDNE8RKL,4270,404.76,475.19,DTDPPKQM
UG1LQ8QN27ZR,7756,366.64,542.26,PRLYBGUJ
7H8XGGGKZZVP,6975,448.62,777.01,VKLEQAJE
HCSX1IDKDGUY,4894,419.63,733.51,AUTOSHQL
J9DK6YSMZTGU,5540,356.4,600.53,KQVBXTHK
96IHEV08YN9A,4357,426.46,712.61,ZHFQYWFQ
VZP36SP5AABP,1293,136.79,248.27,HTMEYJGD
TNNNE7NTFFD2,2568,138.51,221.89,KQVBXTHK
ELUDRQ10IF7A,2140,133.37,249,AUTOSHQL
6M14VPRB99B9,2352,112.85,150.65,NLLSGGGT
IB7HJ11MC1C2,3133,338.76,451.91,PRLYBGUJ
QYGP7DS7VR90,3252,402.08,744.25,YBYEDEMS
032KBBS0GOIH,5209,383.54,642.05,MUEMWTNI
JQIQZXDOTKNI,488,30,54.81,LNATWXJQ
XLBO4CDCGJWN,7271,408.79,586.2,ZHFQYWFQ
YJD7UQCV6ECP,7569,414.2,617.99,XYNIWUEL
